ticker,source_category,section_name,ai_relevance,evidence_span
PG,sec_filing,,incidental,"those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
PG,sec_filing,risk_factors,incidental,"cybersecurity incidents including but not limited to ransomware attacks, misuse of artificial intelligence and machine learning technologies"
PG,sec_filing,risk_factors,incidental,misuse or malicious use of artificial intelligence
PG,sec_filing,risk_factors,incidental,"Periodically, we and/or our suppliers also upgrade IT/OT systems or adopt new technologies, including those enabled by machine learning or artificial intelligence. If such a new system or technology does not function properly, provides flawed or inaccurate outputs or exposes us to increased cybersecurity breaches and failures, it could affect our ability to order materials, make and ship orders and process payments in addition to other operational and information integrity and loss issues."
PG,sec_filing,risk_factors,incidental,artificial intelligence
PG,sec_filing,mdna,incidental,"those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting"
PG,sec_filing,,incidental,"the ability to successfully manage current and expanding regulatory and legal requirements and matters (including, without limitation, those laws and regulations involving product liability, product and packaging composition, manufacturing processes, intellectual property, labor and employment, antitrust, privacy, cybersecurity and data protection, artificial intelligence, tax, the environment, due diligence, risk oversight, accounting and financial reporting)"
TEAM,sec_filing,business,incidental,"focusing on product quality, AI capabilities, and platform developments that create organic customer demand"
TEAM,sec_filing,business,incidental,"Our competitors range from large technology vendors to new and emerging businesses in each of the markets we serve, including AI-native companies and emerging startups that leverage generative AI and large language models"
TEAM,sec_filing,business,incidental,"including, among others, those related to financial and other disclosures, accounting standards, privacy and data protection, cybersecurity, intellectual property, AI technology, corporate governance, tax, environmental, government contracting, trade, antitrust, employment, import/export, and anti-corruption."
